#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
CDC42,RAC2,9606.ENSP00000497733,9606.ENSP00000249071,0,0,0.055,0.97,0.218,0.206,0.9,0.181,0.943
GAPDHS,TKT,9606.ENSP00000222286,9606.ENSP00000391481,0.091,0,0,0,0.313,0,0.875,0.362,0.943
ALDOC,PKM,9606.ENSP00000378731,9606.ENSP00000320171,0.069,0,0,0,0.141,0.14,0.82,0.613,0.943
HSP90AA1,SGTA,9606.ENSP00000335153,9606.ENSP00000221566,0,0,0,0,0.12,0.561,0,0.864,0.943
ANXA5,GAPDH,9606.ENSP00000296511,9606.ENSP00000380070,0,0,0,0,0.078,0,0,0.941,0.943
CREBBP,FOS,9606.ENSP00000262367,9606.ENSP00000306245,0,0,0,0,0.067,0.63,0,0.848,0.943
DNAJB1,ST13,9606.ENSP00000254322,9606.ENSP00000216218,0,0,0,0,0.058,0,0,0.942,0.943
CREBBP,NR3C1,9606.ENSP00000262367,9606.ENSP00000231509,0,0,0,0,0.054,0.788,0,0.741,0.943
MAPK13,TP53,9606.ENSP00000211287,9606.ENSP00000269305,0,0,0,0,0.052,0.046,0.9,0.448,0.943
MAPK9,NFKB1,9606.ENSP00000394560,9606.ENSP00000226574,0,0,0,0,0.049,0.072,0.9,0.436,0.943
EGFR,TP53,9606.ENSP00000275493,9606.ENSP00000269305,0,0,0,0,0,0.329,0,0.919,0.943
MAPK14,MAPK9,9606.ENSP00000229795,9606.ENSP00000394560,0,0,0.062,0.926,0.081,0,0.9,0.416,0.942
GAPDHS,TKTL2,9606.ENSP00000222286,9606.ENSP00000280605,0.091,0,0,0,0.308,0,0.875,0.35,0.942
GAPDHS,TKTL1,9606.ENSP00000222286,9606.ENSP00000358931,0.091,0,0,0,0.3,0,0.875,0.362,0.942
AURKA,BRCA1,9606.ENSP00000216911,9606.ENSP00000418960,0,0,0,0,0.298,0.292,0,0.892,0.942
FKBP4,HSPA8,9606.ENSP00000001008,9606.ENSP00000437125,0,0,0,0,0.174,0.093,0.5,0.863,0.942
HSPA9,TOMM70,9606.ENSP00000297185,9606.ENSP00000284320,0,0,0,0,0.169,0.16,0.72,0.739,0.942
ALDOC,PGAM1,9606.ENSP00000378731,9606.ENSP00000359991,0.053,0,0,0,0.145,0.194,0.8,0.628,0.942
MAPK1,RAC2,9606.ENSP00000215832,9606.ENSP00000249071,0,0,0,0,0.125,0.125,0.9,0.338,0.942
G6PD,TPI1,9606.ENSP00000377192,9606.ENSP00000229270,0,0,0,0,0.094,0,0.8,0.708,0.942
NR3C1,SMAD3,9606.ENSP00000231509,9606.ENSP00000332973,0,0,0,0,0.093,0.512,0.5,0.771,0.942
DUSP2,MAPK8,9606.ENSP00000288943,9606.ENSP00000378974,0,0,0,0,0.087,0.189,0.9,0.315,0.942
BIRC3,MAP3K7,9606.ENSP00000263464,9606.ENSP00000358335,0,0,0,0,0.073,0.746,0.65,0.382,0.942
ATR,RAD51,9606.ENSP00000343741,9606.ENSP00000493712,0,0,0,0,0.056,0.473,0.5,0.796,0.942
FOS,NFATC1,9606.ENSP00000306245,9606.ENSP00000389377,0,0,0,0,0.047,0.233,0,0.927,0.942
HIPK2,SIAH1,9606.ENSP00000385571,9606.ENSP00000349156,0,0,0,0,0,0.785,0,0.742,0.942
MAPK13,MAPK9,9606.ENSP00000211287,9606.ENSP00000394560,0,0,0.067,0.923,0.07,0,0.9,0.401,0.941
EEF1A1,HSPA8,9606.ENSP00000339063,9606.ENSP00000437125,0,0.025,0,0,0.441,0.693,0,0.683,0.941
CLPB,HSPA4,9606.ENSP00000294053,9606.ENSP00000302961,0.059,0,0,0,0.408,0.402,0,0.845,0.941
DNAJB4,HSPA1A,9606.ENSP00000359799,9606.ENSP00000364802,0.041,0,0.398,0,0.28,0.256,0.162,0.815,0.941
G6PD,PKM,9606.ENSP00000377192,9606.ENSP00000320171,0.094,0,0,0,0.17,0,0.8,0.655,0.941
FOXO3,MAPK9,9606.ENSP00000339527,9606.ENSP00000394560,0,0,0,0,0.074,0.099,0.9,0.384,0.941
CLTC,HTT,9606.ENSP00000479606,9606.ENSP00000347184,0,0,0,0,0.07,0.303,0.9,0.204,0.941
HSP90AA1,MAPK1,9606.ENSP00000335153,9606.ENSP00000215832,0,0,0,0,0.057,0.113,0.4,0.897,0.941
FOXO1,MAPK1,9606.ENSP00000368880,9606.ENSP00000215832,0,0,0,0,0,0.057,0.9,0.425,0.941
HSPA1B,TLR4,9606.ENSP00000364801,9606.ENSP00000363089,0,0,0,0,0,0.102,0,0.937,0.941
RAC2,RHOA,9606.ENSP00000249071,9606.ENSP00000400175,0,0,0.062,0.945,0.159,0.295,0.9,0.091,0.94
HSPB1,HSPB8,9606.ENSP00000248553,9606.ENSP00000281938,0,0,0,0.818,0.295,0.541,0,0.831,0.94
MAP2K3,MAPK9,9606.ENSP00000345083,9606.ENSP00000394560,0,0,0.127,0.608,0.09,0.073,0.9,0.312,0.94
H6PD,TKT,9606.ENSP00000473348,9606.ENSP00000391481,0.266,0,0,0,0.337,0.294,0,0.846,0.94
CDKN1A,SMAD4,9606.ENSP00000384849,9606.ENSP00000341551,0,0,0,0,0.103,0.6,0.5,0.707,0.94
EGFR,FOS,9606.ENSP00000275493,9606.ENSP00000306245,0,0,0,0,0.086,0.591,0.4,0.765,0.94
HTT,UQCRC1,9606.ENSP00000347184,9606.ENSP00000203407,0.053,0,0,0,0.067,0.345,0.9,0.124,0.94
CREBBP,SRC,9606.ENSP00000262367,9606.ENSP00000362680,0,0,0,0,0.064,0.513,0,0.879,0.94
RAD51,TP53BP1,9606.ENSP00000493712,9606.ENSP00000371475,0,0,0,0,0.057,0.398,0,0.903,0.94
ITCH,MAPK9,9606.ENSP00000499786,9606.ENSP00000394560,0,0,0,0,0.044,0,0.9,0.429,0.94
HSPA1A,HSPA8,9606.ENSP00000364802,9606.ENSP00000437125,0,0,0.049,0.983,0.097,0.044,0.8,0.687,0.939
HSPA1B,HSPA4,9606.ENSP00000364801,9606.ENSP00000302961,0,0,0.139,0.785,0.178,0.69,0.5,0.528,0.939
MAP3K7,MAPK14,9606.ENSP00000358335,9606.ENSP00000229795,0,0,0,0.604,0.08,0.11,0.9,0.35,0.939
CCNA2,CHEK1,9606.ENSP00000481380,9606.ENSP00000391090,0,0,0,0,0.79,0,0,0.721,0.939
H6PD,TKTL1,9606.ENSP00000473348,9606.ENSP00000358931,0.266,0,0,0,0.332,0.294,0,0.845,0.939
HSPA1B,HSPB1,9606.ENSP00000364801,9606.ENSP00000248553,0,0,0,0,0.3,0.091,0,0.912,0.939
DNAJC7,HSPA1B,9606.ENSP00000406463,9606.ENSP00000364801,0.041,0,0,0,0.236,0.764,0.475,0.432,0.939
BIRC3,NFKB1,9606.ENSP00000263464,9606.ENSP00000226574,0,0,0,0,0.202,0.608,0,0.822,0.939
FOXO1,USP7,9606.ENSP00000368880,9606.ENSP00000343535,0,0,0,0,0.113,0.091,0.9,0.341,0.939
EGFR,IRS1,9606.ENSP00000275493,9606.ENSP00000304895,0,0,0,0,0.097,0.239,0.65,0.776,0.939
AP2A1,HTT,9606.ENSP00000351926,9606.ENSP00000347184,0,0,0,0,0.092,0.095,0.9,0.353,0.939
MAPK9,RHOA,9606.ENSP00000394560,9606.ENSP00000400175,0,0,0,0,0.079,0.145,0.9,0.324,0.939
HTT,UQCRC2,9606.ENSP00000347184,9606.ENSP00000268379,0.053,0,0,0,0.048,0.345,0.9,0.124,0.939
MAPK9,SH3RF1,9606.ENSP00000394560,9606.ENSP00000284637,0,0,0,0,0.047,0.091,0,0.936,0.939
BECN1,TP53,9606.ENSP00000355231,9606.ENSP00000269305,0,0,0,0,0,0.292,0,0.917,0.939
MAP2K3,MAP3K7,9606.ENSP00000345083,9606.ENSP00000358335,0,0,0,0.601,0.087,0.051,0.9,0.369,0.938
SDHB,UQCRC1,9606.ENSP00000364649,9606.ENSP00000203407,0,0,0,0,0.749,0.113,0.378,0.608,0.938
HSP90AA1,HSPH1,9606.ENSP00000335153,9606.ENSP00000487365,0,0,0,0,0.63,0.341,0,0.769,0.938
GAPDHS,H6PD,9606.ENSP00000222286,9606.ENSP00000473348,0.121,0,0,0,0.401,0.09,0.8,0.456,0.938
H6PD,TKTL2,9606.ENSP00000473348,9606.ENSP00000280605,0.266,0,0,0,0.332,0.294,0,0.844,0.938
DNAJB4,HSPA1L,9606.ENSP00000359799,9606.ENSP00000364805,0.041,0,0.398,0,0.236,0.747,0.162,0.463,0.938
HSPA4,UBE3A,9606.ENSP00000302961,9606.ENSP00000497594,0,0,0,0,0.16,0.51,0,0.863,0.938
NFKB1,RAC2,9606.ENSP00000226574,9606.ENSP00000249071,0,0,0,0,0.145,0.102,0.9,0.295,0.938
BAG2,HSPA4L,9606.ENSP00000359727,9606.ENSP00000296464,0,0,0,0,0.137,0.128,0.9,0.279,0.938
CAMP,NFKB1,9606.ENSP00000296435,9606.ENSP00000226574,0,0,0,0,0.09,0,0.9,0.377,0.938
HIF1A,HSPA4,9606.ENSP00000437955,9606.ENSP00000302961,0,0,0,0,0.075,0.837,0,0.626,0.938
HTT,MAP3K10,9606.ENSP00000347184,9606.ENSP00000253055,0,0,0,0,0.057,0.301,0.9,0.173,0.938
DAXX,SMAD4,9606.ENSP00000266000,9606.ENSP00000341551,0,0,0,0,0.054,0.293,0,0.915,0.938
CLTB,HTT,9606.ENSP00000309415,9606.ENSP00000347184,0,0,0,0,0.042,0.091,0.9,0.378,0.938
BCL2,HRAS,9606.ENSP00000381185,9606.ENSP00000407586,0,0,0,0,0,0.045,0,0.938,0.938
FOSB,MAPK9,9606.ENSP00000245919,9606.ENSP00000394560,0,0,0,0,0,0.166,0.9,0.316,0.938
FOSL1,MAPK9,9606.ENSP00000310170,9606.ENSP00000394560,0,0,0,0,0,0.166,0.9,0.322,0.938
HSP90AB1,MAPT,9606.ENSP00000360609,9606.ENSP00000340820,0,0,0,0,0,0.819,0,0.67,0.938
JUN,NCOA3,9606.ENSP00000360266,9606.ENSP00000361066,0,0,0,0,0,0,0.9,0.409,0.938
CLTC,CLTCL1,9606.ENSP00000479606,9606.ENSP00000441158,0,0,0.048,0.984,0.081,0.363,0.9,0.052,0.937
FKBP4,PPID,9606.ENSP00000001008,9606.ENSP00000303754,0.041,0,0,0.627,0.175,0.095,0.4,0.877,0.937
AKT1,MAPK13,9606.ENSP00000451828,9606.ENSP00000211287,0,0,0.125,0.602,0.055,0.11,0.9,0.279,0.937
MED1,RPL13A,9606.ENSP00000300651,9606.ENSP00000375730,0.102,0,0,0,0.681,0.745,0,0.24,0.937
ENO1,PGK2,9606.ENSP00000495530,9606.ENSP00000305995,0.079,0,0,0,0.659,0.3,0.277,0.667,0.937
KAT5,RELA,9606.ENSP00000340330,9606.ENSP00000384273,0,0,0,0,0.128,0.354,0,0.897,0.937
OPTN,SOD1,9606.ENSP00000368022,9606.ENSP00000270142,0,0,0,0,0.082,0.51,0,0.872,0.937
CHEK2,PRKDC,9606.ENSP00000372023,9606.ENSP00000313420,0,0,0,0,0.063,0.553,0,0.861,0.937
HSPA8,HSPB2,9606.ENSP00000437125,9606.ENSP00000302476,0,0,0,0,0.049,0.091,0,0.933,0.937
MAPK9,NFATC1,9606.ENSP00000394560,9606.ENSP00000389377,0,0,0,0,0,0.234,0.9,0.244,0.937
PGR,SRC,9606.ENSP00000325120,9606.ENSP00000362680,0,0,0,0,0,0.629,0,0.837,0.937
GAPDH,GAPDHS,9606.ENSP00000380070,9606.ENSP00000222286,0,0,0.055,0.971,0,0.365,0.9,0.065,0.936
MAP3K5,MAPK14,9606.ENSP00000351908,9606.ENSP00000229795,0,0,0,0.646,0.112,0.071,0.9,0.315,0.936
PGK1,PKM,9606.ENSP00000362413,9606.ENSP00000320171,0.079,0,0,0,0.614,0.207,0.181,0.768,0.936
ALDOB,ENO1,9606.ENSP00000497767,9606.ENSP00000495530,0,0,0,0,0.211,0.072,0.82,0.571,0.936
HRAS,MAPK9,9606.ENSP00000407586,9606.ENSP00000394560,0,0,0,0,0.103,0.145,0.9,0.266,0.936
DUSP2,MAPK9,9606.ENSP00000288943,9606.ENSP00000394560,0,0,0,0,0.084,0.189,0.9,0.251,0.936
KRAS,PTEN,9606.ENSP00000256078,9606.ENSP00000361021,0,0,0,0,0.078,0.099,0,0.93,0.936
DNAJB1,FKBP5,9606.ENSP00000254322,9606.ENSP00000444810,0,0,0,0,0.062,0.071,0.105,0.928,0.936
IRS1,MAPK9,9606.ENSP00000304895,9606.ENSP00000394560,0,0,0,0,0.06,0.089,0.9,0.35,0.936
EGFR,PRKDC,9606.ENSP00000275493,9606.ENSP00000313420,0,0,0,0,0.044,0.361,0,0.904,0.936
BAG1,HSPA4L,9606.ENSP00000489189,9606.ENSP00000296464,0,0,0,0,0,0.31,0.9,0.148,0.936
ESR1,STUB1,9606.ENSP00000405330,9606.ENSP00000219548,0,0,0,0,0,0.788,0.5,0.446,0.936
FOSL2,MAPK9,9606.ENSP00000264716,9606.ENSP00000394560,0,0,0,0,0,0.174,0.9,0.298,0.936
FOXO1,MAPK9,9606.ENSP00000368880,9606.ENSP00000394560,0,0,0,0,0,0.099,0.9,0.352,0.936
NR3C1,TP53,9606.ENSP00000231509,9606.ENSP00000269305,0,0,0,0,0,0.51,0,0.875,0.936
HSPA4,HSPH1,9606.ENSP00000302961,9606.ENSP00000487365,0,0,0.059,0.963,0.223,0.563,0.4,0.717,0.935
CRK,MAP2K4,9606.ENSP00000300574,9606.ENSP00000410402,0,0,0,0,0.182,0,0.9,0.277,0.935
KRAS,MAPK9,9606.ENSP00000256078,9606.ENSP00000394560,0,0,0,0,0.103,0.145,0.9,0.262,0.935
BCL10,BIRC3,9606.ENSP00000498104,9606.ENSP00000263464,0,0,0,0,0.06,0.832,0,0.624,0.935
FOXO1,MAPK14,9606.ENSP00000368880,9606.ENSP00000229795,0,0,0,0,0,0.057,0.9,0.373,0.935
HSPA1B,NR3C1,9606.ENSP00000364801,9606.ENSP00000231509,0,0,0,0,0,0.821,0.5,0.33,0.935
MYC,UBE3A,9606.ENSP00000478887,9606.ENSP00000497594,0,0,0,0,0,0.124,0,0.929,0.935
PKM,TKTL2,9606.ENSP00000320171,9606.ENSP00000280605,0.079,0,0,0,0.298,0,0.8,0.552,0.934
PKM,TKTL1,9606.ENSP00000320171,9606.ENSP00000358931,0.079,0,0,0,0.298,0,0.8,0.555,0.934
PPID,TP53,9606.ENSP00000303754,9606.ENSP00000269305,0,0,0,0,0.086,0.292,0,0.907,0.934
KAT5,SIRT1,9606.ENSP00000340330,9606.ENSP00000212015,0,0,0,0,0.077,0.665,0,0.805,0.934
MAPK9,TRAF6,9606.ENSP00000394560,9606.ENSP00000433623,0,0,0,0,0.057,0.062,0.9,0.343,0.934
EGFR,HIF1A,9606.ENSP00000275493,9606.ENSP00000437955,0,0,0,0,0.055,0,0.5,0.873,0.934
JUN,SFN,9606.ENSP00000360266,9606.ENSP00000340989,0,0,0,0,0,0.902,0,0.354,0.934
PPARGC1A,TAF4,9606.ENSP00000264867,9606.ENSP00000252996,0,0,0,0,0,0,0.9,0.372,0.934
SMAD4,SP1,9606.ENSP00000341551,9606.ENSP00000329357,0,0,0,0,0.124,0.79,0.5,0.363,0.933
GAPDH,TRADD,9606.ENSP00000380070,9606.ENSP00000341268,0,0,0,0,0.064,0,0.9,0.345,0.933
CYC1,HTT,9606.ENSP00000317159,9606.ENSP00000347184,0,0,0,0,0.049,0.314,0.9,0.097,0.933
EP300,JUND,9606.ENSP00000263253,9606.ENSP00000252818,0,0,0,0,0.049,0.643,0.5,0.654,0.933
ATM,SQSTM1,9606.ENSP00000278616,9606.ENSP00000374455,0,0,0,0,0,0,0.9,0.358,0.933
EGFR,TLR2,9606.ENSP00000275493,9606.ENSP00000260010,0,0,0,0,0,0.733,0,0.759,0.933
ESR1,PPID,9606.ENSP00000405330,9606.ENSP00000303754,0,0,0,0,0,0.292,0.5,0.826,0.933
MAPK1,SRC,9606.ENSP00000215832,9606.ENSP00000362680,0,0,0,0.623,0.065,0.342,0.5,0.805,0.932
MAP3K5,MAPK9,9606.ENSP00000351908,9606.ENSP00000394560,0,0,0,0.607,0.06,0,0.9,0.342,0.932
CDC42,MAP3K5,9606.ENSP00000497733,9606.ENSP00000351908,0,0,0,0,0.095,0,0.9,0.314,0.932
MAP3K10,MAPK8IP2,9606.ENSP00000253055,9606.ENSP00000330572,0,0,0,0,0.084,0.293,0,0.904,0.932
MAPK9,SMAD4,9606.ENSP00000394560,9606.ENSP00000341551,0,0,0,0,0.078,0,0.9,0.325,0.932
KAT5,USP7,9606.ENSP00000340330,9606.ENSP00000343535,0,0,0,0,0.068,0.793,0,0.679,0.932
HSPA8,MAPK8,9606.ENSP00000437125,9606.ENSP00000378974,0,0,0,0,0.065,0.126,0.9,0.276,0.932
EGFR,HSPA8,9606.ENSP00000275493,9606.ENSP00000437125,0,0,0,0,0.061,0.832,0,0.608,0.932
AKT1,HIF1A,9606.ENSP00000451828,9606.ENSP00000437955,0,0,0,0,0,0.229,0,0.916,0.932
NCOA3,SP1,9606.ENSP00000361066,9606.ENSP00000329357,0,0,0,0,0.133,0.068,0.9,0.254,0.931
HSP90AB1,HSPB2,9606.ENSP00000360609,9606.ENSP00000302476,0,0,0,0,0.103,0,0,0.926,0.931
DAXX,MAPK8,9606.ENSP00000266000,9606.ENSP00000378974,0,0,0,0,0.093,0.109,0.9,0.251,0.931
DUSP4,MAPK1,9606.ENSP00000240100,9606.ENSP00000215832,0,0,0,0,0.06,0.677,0.65,0.43,0.931
BAG2,SGTA,9606.ENSP00000359727,9606.ENSP00000221566,0,0,0,0,0.049,0.163,0,0.921,0.931
MYC,SMAD4,9606.ENSP00000478887,9606.ENSP00000341551,0,0,0,0,0.044,0,0.5,0.868,0.931
SQSTM1,TRAF2,9606.ENSP00000374455,9606.ENSP00000247668,0,0,0,0,0.042,0.1,0.9,0.3,0.931
ESR1,HSPA4,9606.ENSP00000405330,9606.ENSP00000302961,0,0,0,0,0,0.801,0,0.668,0.931
AHSA1,HSPA8,9606.ENSP00000216479,9606.ENSP00000437125,0,0,0,0,0.511,0.533,0,0.717,0.93
CHEK2,RAD51,9606.ENSP00000372023,9606.ENSP00000493712,0,0,0,0,0.273,0.252,0,0.882,0.93
FKBP5,STIP1,9606.ENSP00000444810,9606.ENSP00000351646,0,0,0,0,0.213,0.488,0.5,0.695,0.93
TIMM44,TOMM70,9606.ENSP00000270538,9606.ENSP00000284320,0,0,0,0,0.212,0,0,0.915,0.93
MAPK1,NFATC3,9606.ENSP00000215832,9606.ENSP00000300659,0,0,0,0,0.164,0,0.9,0.236,0.93
ALDOC,LDHA,9606.ENSP00000378731,9606.ENSP00000445175,0,0,0,0,0.126,0.059,0.8,0.627,0.93
HTT,MAPK8,9606.ENSP00000347184,9606.ENSP00000378974,0,0,0,0,0.107,0,0.9,0.284,0.93
LOC112694756,PGK1,9606.ENSP00000485952,9606.ENSP00000362413,0.079,0,0,0,0.103,0.071,0.312,0.888,0.93
DNAJB1,HTT,9606.ENSP00000254322,9606.ENSP00000347184,0,0,0,0,0.057,0.345,0,0.895,0.93
AP2A2,CLTCL1,9606.ENSP00000327694,9606.ENSP00000441158,0,0,0,0,0.054,0.053,0.9,0.314,0.93
EGFR,STUB1,9606.ENSP00000275493,9606.ENSP00000219548,0,0,0,0,0.047,0.823,0,0.621,0.93
PABPC1,SYNCRIP,9606.ENSP00000313007,9606.ENSP00000358635,0,0,0,0.566,0.335,0.461,0.54,0.621,0.929
PGAM1,TKT,9606.ENSP00000359991,9606.ENSP00000391481,0,0,0,0,0.156,0.322,0.8,0.454,0.929
BCL10,NFKB1,9606.ENSP00000498104,9606.ENSP00000226574,0,0,0,0,0.141,0,0.5,0.848,0.929
MAPK14,MED1,9606.ENSP00000229795,9606.ENSP00000300651,0,0,0,0,0.095,0.252,0.9,0.079,0.929
MAP3K1,RAC2,9606.ENSP00000382423,9606.ENSP00000249071,0,0,0,0,0.088,0.128,0.9,0.222,0.929
BCL2,HSP90AA1,9606.ENSP00000381185,9606.ENSP00000335153,0,0,0,0,0.06,0.51,0,0.859,0.929
HDAC1,USP7,9606.ENSP00000362649,9606.ENSP00000343535,0,0,0,0,0.055,0.51,0,0.86,0.929
HDAC1,NR3C1,9606.ENSP00000362649,9606.ENSP00000231509,0,0,0,0,0.049,0.725,0,0.751,0.929
MAP2K4,MAPK13,9606.ENSP00000410402,9606.ENSP00000211287,0,0,0.119,0.602,0.075,0,0.9,0.22,0.928
HSPH1,STIP1,9606.ENSP00000487365,9606.ENSP00000351646,0,0,0,0,0.692,0.532,0,0.545,0.928
GAPDH,PGAM1,9606.ENSP00000380070,9606.ENSP00000359991,0.041,0,0,0,0.558,0.362,0.17,0.729,0.928
DNAJA2,HSPA1L,9606.ENSP00000314030,9606.ENSP00000364805,0.041,0,0.391,0,0.236,0.56,0.563,0.321,0.928
MED1,SP1,9606.ENSP00000300651,9606.ENSP00000329357,0,0,0,0,0.218,0,0.9,0.16,0.928
CCT5,CDC37,9606.ENSP00000280326,9606.ENSP00000222005,0,0,0,0,0.206,0,0.9,0.168,0.928
CHEK1,PRKDC,9606.ENSP00000391090,9606.ENSP00000313420,0,0,0,0,0.124,0.504,0,0.847,0.928
MAPK9,RAC2,9606.ENSP00000394560,9606.ENSP00000249071,0,0,0,0,0.07,0.145,0.9,0.209,0.928
NCOA3,NCOR1,9606.ENSP00000361066,9606.ENSP00000268712,0,0,0,0,0.07,0.295,0.5,0.808,0.928
EGFR,ENO1,9606.ENSP00000275493,9606.ENSP00000495530,0,0,0,0,0.052,0.62,0,0.816,0.928
HSF1,HSPA8,9606.ENSP00000431512,9606.ENSP00000437125,0,0,0,0,0.049,0.706,0.54,0.512,0.928
DAXX,DNMT1,9606.ENSP00000266000,9606.ENSP00000352516,0,0,0,0,0.048,0.735,0,0.738,0.928
ATM,RPA1,9606.ENSP00000278616,9606.ENSP00000254719,0,0,0,0,0.047,0.66,0.5,0.611,0.928
MAP2K3,MAPK8IP2,9606.ENSP00000345083,9606.ENSP00000330572,0,0,0,0,0.042,0.51,0,0.86,0.928
AKT1,MYC,9606.ENSP00000451828,9606.ENSP00000478887,0,0,0,0,0,0.169,0,0.918,0.928
DNAJC3,HSP90B1,9606.ENSP00000473631,9606.ENSP00000299767,0.042,0,0,0,0.737,0.245,0,0.664,0.927
BPGM,TPI1,9606.ENSP00000376840,9606.ENSP00000229270,0.102,0,0,0,0.685,0.063,0.51,0.527,0.927
CLPB,DNAJB1,9606.ENSP00000294053,9606.ENSP00000254322,0.057,0,0,0,0.376,0.155,0,0.872,0.927
HSPA1A,STIP1,9606.ENSP00000364802,9606.ENSP00000351646,0,0,0,0,0.226,0.48,0.5,0.683,0.927
MAPK1,NFATC1,9606.ENSP00000215832,9606.ENSP00000389377,0,0,0,0,0.102,0,0.9,0.26,0.927
HIF1A,SIRT1,9606.ENSP00000437955,9606.ENSP00000212015,0,0,0,0,0.083,0.51,0,0.851,0.927
MAPK9,SMAD3,9606.ENSP00000394560,9606.ENSP00000332973,0,0,0,0,0.074,0,0.9,0.275,0.927
HTT,SDHB,9606.ENSP00000347184,9606.ENSP00000364649,0.054,0,0,0,0.055,0.095,0.9,0.24,0.927
HTT,UQCRH,9606.ENSP00000347184,9606.ENSP00000309565,0,0,0,0,0.054,0.292,0.9,0,0.927
HTT,NCOR1,9606.ENSP00000347184,9606.ENSP00000268712,0,0,0,0,0.049,0.453,0,0.871,0.927
BCL2,JUN,9606.ENSP00000381185,9606.ENSP00000360266,0,0,0,0,0.047,0,0,0.927,0.927
AP2A1,EGFR,9606.ENSP00000351926,9606.ENSP00000275493,0,0,0,0,0.044,0.793,0.5,0.348,0.927
JUN,SIRT1,9606.ENSP00000360266,9606.ENSP00000212015,0,0,0,0,0.044,0.71,0,0.758,0.927
AKT1,HSPB2,9606.ENSP00000451828,9606.ENSP00000302476,0,0,0,0,0,0.095,0,0.923,0.927
ESR1,MAPK9,9606.ENSP00000405330,9606.ENSP00000394560,0,0,0,0,0,0,0.9,0.3,0.927
MAP3K5,MAPK13,9606.ENSP00000351908,9606.ENSP00000211287,0,0,0,0.635,0.072,0.071,0.9,0.251,0.926
MAP2K3,MAP3K1,9606.ENSP00000345083,9606.ENSP00000382423,0,0,0,0.63,0.088,0,0.9,0.259,0.926
MAP3K7,MAPK1,9606.ENSP00000358335,9606.ENSP00000215832,0,0,0,0.61,0.083,0.11,0.9,0.205,0.926
HSPA6,TLR2,9606.ENSP00000310219,9606.ENSP00000260010,0,0,0,0,0.149,0.102,0.9,0.148,0.926
FOXO1,MAPK13,9606.ENSP00000368880,9606.ENSP00000211287,0,0,0,0,0.049,0.057,0.9,0.273,0.926
FOXO3,MAPK13,9606.ENSP00000339527,9606.ENSP00000211287,0,0,0,0,0.049,0.057,0.9,0.281,0.926
KAT2B,SMAD3,9606.ENSP00000263754,9606.ENSP00000332973,0,0,0,0,0.049,0.736,0,0.731,0.926
BCL10,MAPK8,9606.ENSP00000498104,9606.ENSP00000378974,0,0,0,0,0.047,0.094,0.9,0.254,0.926
HSPA4,HSPA6,9606.ENSP00000302961,9606.ENSP00000310219,0,0,0.139,0.786,0.323,0.568,0.5,0.495,0.925
PKM,TALDO1,9606.ENSP00000320171,9606.ENSP00000321259,0.107,0,0,0,0.153,0,0.8,0.563,0.925
LDHA,TKT,9606.ENSP00000445175,9606.ENSP00000391481,0.042,0,0,0,0.141,0.125,0.8,0.564,0.925
PPP1R13L,RELA,9606.ENSP00000354218,9606.ENSP00000384273,0,0,0,0,0.096,0.512,0,0.845,0.925
HRAS,TP53,9606.ENSP00000407586,9606.ENSP00000269305,0,0,0,0,0.083,0.292,0,0.894,0.925
MAPK8IP1,MAPK8IP3,9606.ENSP00000241014,9606.ENSP00000481780,0,0,0,0,0.08,0.468,0,0.859,0.925
CFTR,HSPA4,9606.ENSP00000003084,9606.ENSP00000302961,0,0,0,0,0.062,0.746,0,0.713,0.925
BCL2,CREB1,9606.ENSP00000381185,9606.ENSP00000387699,0,0,0,0,0.061,0,0.75,0.708,0.925
HSPA1B,MAPK8,9606.ENSP00000364801,9606.ENSP00000378974,0,0,0,0,0.053,0,0.9,0.272,0.925
ACTB,PXDN,9606.ENSP00000494750,9606.ENSP00000252804,0,0,0,0,0.047,0,0,0.924,0.925
MAP2K7,MAPK13,9606.ENSP00000381070,9606.ENSP00000211287,0,0,0.119,0.597,0.081,0,0.9,0.177,0.924
ENO1,LDHA,9606.ENSP00000495530,9606.ENSP00000445175,0.057,0,0,0,0.547,0.211,0,0.801,0.924
HSP90AB1,HSPA1L,9606.ENSP00000360609,9606.ENSP00000364805,0,0.002,0,0,0.304,0.314,0.5,0.722,0.924
PGAM1,TALDO1,9606.ENSP00000359991,9606.ENSP00000321259,0.059,0,0,0,0.157,0.067,0.8,0.567,0.924
CREB1,NR3C1,9606.ENSP00000387699,9606.ENSP00000231509,0,0,0,0,0.117,0.512,0,0.837,0.924
HSP90AA1,HSPB2,9606.ENSP00000335153,9606.ENSP00000302476,0,0,0,0,0.103,0,0,0.919,0.924
MAP2K3,TRADD,9606.ENSP00000345083,9606.ENSP00000341268,0,0,0,0,0.084,0,0.9,0.243,0.924
MAP2K7,TRAF2,9606.ENSP00000381070,9606.ENSP00000247668,0,0,0,0,0.06,0.095,0.9,0.22,0.924
GAPDH,PXDN,9606.ENSP00000380070,9606.ENSP00000252804,0,0,0,0,0.049,0,0,0.924,0.924
CDKN2A,MAPK13,9606.ENSP00000418915,9606.ENSP00000211287,0,0,0,0,0.047,0.072,0.9,0.25,0.924
